Aminim, 1.0
Ccruxx, 1.0
Csalic, 1.0
Etoxon, 1.0
Aacumi, 1.0
Aalvea, 1.0
Atymbe, 1.0
Aprost, 1.0
Celong, 1.0
Cvitta, 1.0
Ctrifa, 1.0
Dwestw, 1.0
Eheyer, 1.0
Ealbit, 1.0
Psauli, 1.0
Pnemat, 1.0
Ppecti, 1.0
Psoemi, 1.0
Tspone, 1.0
Tsptwo, 1.0
Tspthr, 1.0
Tspfou, 1.0
Tspfiv, 1.0
Tspsix, 1.0
Tetras, 1.0
Eacicu, 1.0
Enobbe, 1.0
Esalic, 1.0
Euryto, 1.0
Mymari, 1.0
Etorym, 1.0
Eurozo, 1.0
Mvesic, 1.0
Mlongi, 1.0
Pcynip, 1.0
Pdolic, 1.0
Peuura, 1.0
Pponta, 1.0
Pterom, 1.0
Salcal, 1.0
Torymu, 1.0
Chalci, 1.0
Amorri, 1.0
Axanth, 1.0
Apante, 1.0
Bbrevi, 1.0
Bconju, 1.0
Bdisco, 1.0
Bepitr, 1.0
Bimmut, 1.0
Binter, 1.0
Bkopel, 1.0
Blivid, 1.0
Bobscu, 1.0
Bpicti, 1.0
Bpulch, 1.0
Broman, 1.0
Bracsp, 1.0
Cflavi, 1.0
Cgraci, 1.0
Cincer, 1.0
Claevi, 1.0
Cnrsub, 1.0
Dcoleo, 1.0
Dlongi, 1.0
Ibrevi, 1.0
Ilappo, 1.0
Ireuni, 1.0
Ichnsp, 1.0
Lsubco, 1.0
Slappo, 1.0
Bracin, 1.0
Acubic, 1.0
Apusil, 1.0
Atroch, 1.0
Adelog, 1.0
Agalli, 1.0
Anigro, 1.0
Cvarie, 1.0
Campop, 1.0
Cdorsa, 1.0
Coreop, 1.0
Croman, 1.0
Ctenoc, 1.0
Dstram, 1.0
Eclytu, 1.0
Efront, 1.0
Epygma, 1.0
Etaige, 1.0
Eridol, 1.0
Eanali, 1.0
Espone, 1.0
Ecalca, 1.0
Gornat, 1.0
Geliss, 1.0
Ialter, 1.0
Lalpic, 1.0
Lalpiu, 1.0
Lflexi, 1.0
Lforti, 1.0
Llappo, 1.0
Llugen, 1.0
Lpunct, 1.0
Lalpio, 1.0
Mspone, 1.0
Mesole, 1.0
Olesic, 1.0
Ppumil, 1.0
Polybl, 1.0
Pclavi, 1.0
Rbrach, 1.0
Salpin, 1.0
Sborea, 1.0
Sgranu, 1.0
Smorle, 1.0
Snigri, 1.0
Spygid, 1.0
Srenov, 1.0
Ssubar, 1.0
Strico, 1.0
Saotis, 1.0
Svesic, 1.0
Themip, 1.0
Latole, 1.0
Ichnin, 1.0
Hruber, 1.0
