Site004, 0.13333333333333333
Site189, 0.2
Site039, 0.06666666666666667
Site319, 0.13333333333333333
Site143, 1.0
Site046, 0.9333333333333333
Site021, 0.4
Site324, 0.13333333333333333
Site148, 0.2
Site314, 0.06666666666666667
Site188, 0.5333333333333333
Site147, 0.06666666666666667
Site183, 0.06666666666666667
Site019, 0.06666666666666667
Site320, 0.2
Site005, 1.0
Site078, 0.6
Site020, 0.7333333333333333
Site243, 0.06666666666666667
Site067, 0.06666666666666667
Site163, 0.06666666666666667
Site274, 0.2
Site289, 0.06666666666666667
Site268, 0.06666666666666667
Site323, 0.13333333333333333
Site334, 0.06666666666666667
Site304, 0.06666666666666667
Site262, 0.13333333333333333
Site120, 0.2
Site060, 0.6
Site174, 0.06666666666666667
Site107, 0.4666666666666667
Site273, 0.06666666666666667
Site027, 0.6666666666666666
Site160, 0.06666666666666667
Site316, 0.06666666666666667
Site090, 0.7333333333333333
Site177, 0.06666666666666667
Site285, 0.4
Site066, 0.13333333333333333
Site127, 0.06666666666666667
Site154, 0.26666666666666666
Site083, 0.26666666666666666
Site125, 0.13333333333333333
Site150, 0.06666666666666667
Site119, 0.13333333333333333
Site191, 0.4
Site108, 0.13333333333333333
Site192, 0.4
Site045, 0.06666666666666667
Site159, 0.26666666666666666
Site308, 0.26666666666666666
Site106, 0.2
Site247, 0.26666666666666666
Site111, 0.26666666666666666
Site325, 0.3333333333333333
Site152, 0.13333333333333333
Site256, 0.06666666666666667
Site204, 0.06666666666666667
Site024, 0.4
Site359, 0.06666666666666667
Site112, 0.06666666666666667
Site038, 0.06666666666666667
Site082, 0.26666666666666666
Site103, 0.13333333333333333
Site239, 0.06666666666666667
Site145, 0.13333333333333333
Site149, 0.13333333333333333
Site332, 0.26666666666666666
Site142, 0.13333333333333333
Site055, 1.0
Site371, 0.06666666666666667
Site144, 0.8
Site210, 0.13333333333333333
Site356, 0.13333333333333333
Site002, 0.8
Site084, 0.06666666666666667
Site109, 0.4666666666666667
Site026, 0.4666666666666667
Site303, 0.13333333333333333
Site344, 0.06666666666666667
Site343, 0.06666666666666667
Site318, 0.26666666666666666
Site313, 0.13333333333333333
Site100, 0.3333333333333333
Site048, 0.4666666666666667
Site238, 0.06666666666666667
Site255, 0.4666666666666667
Site033, 0.13333333333333333
Site085, 0.4
Site286, 0.3333333333333333
Site353, 0.4
Site301, 0.26666666666666666
Site211, 0.06666666666666667
Site016, 0.9333333333333333
Site044, 0.2
Site015, 0.5333333333333333
Site007, 0.26666666666666666
Site098, 0.3333333333333333
Site042, 0.4666666666666667
Site110, 0.2
Site140, 0.13333333333333333
Site092, 0.06666666666666667
Site181, 0.06666666666666667
Site115, 0.2
Site260, 0.26666666666666666
Site173, 0.13333333333333333
Site295, 0.2
Site276, 0.06666666666666667
Site131, 0.06666666666666667
Site349, 0.26666666666666666
Site064, 0.06666666666666667
Site093, 0.2
Site195, 0.06666666666666667
Site254, 0.06666666666666667
Site370, 0.06666666666666667
Site104, 0.3333333333333333
Site272, 0.06666666666666667
Site081, 0.4
Site302, 0.06666666666666667
Site151, 0.2
Site237, 0.13333333333333333
Site043, 0.6
Site123, 0.06666666666666667
Site326, 0.13333333333333333
Site333, 0.4666666666666667
Site288, 0.13333333333333333
Site299, 0.06666666666666667
Site185, 0.06666666666666667
Site182, 0.06666666666666667
Site022, 0.2
Site121, 0.13333333333333333
Site086, 0.13333333333333333
Site050, 0.2
Site216, 0.06666666666666667
Site208, 0.13333333333333333
Site236, 0.13333333333333333
Site336, 0.13333333333333333
Site102, 0.2
Site307, 0.2
Site074, 0.7333333333333333
Site062, 0.26666666666666666
Site355, 0.06666666666666667
Site071, 0.9333333333333333
Site089, 0.06666666666666667
Site028, 0.6666666666666666
Site311, 0.26666666666666666
Site091, 0.4666666666666667
Site168, 0.06666666666666667
Site270, 0.3333333333333333
Site137, 0.2
Site186, 0.13333333333333333
Site280, 0.2
Site296, 0.06666666666666667
Site306, 0.13333333333333333
Site361, 0.06666666666666667
Site360, 0.06666666666666667
Site094, 0.06666666666666667
Site190, 0.26666666666666666
Site369, 0.06666666666666667
Site170, 0.06666666666666667
Site193, 0.26666666666666666
Site187, 0.2
Site215, 0.13333333333333333
Site358, 0.06666666666666667
Site139, 0.26666666666666666
Site305, 0.06666666666666667
Site213, 0.2
Site310, 0.06666666666666667
Site259, 0.4
Site281, 0.13333333333333333
Site337, 0.06666666666666667
Site290, 0.3333333333333333
Site294, 0.3333333333333333
Site327, 0.06666666666666667
Site053, 1.0
Site287, 0.2
Site025, 0.13333333333333333
Site017, 0.13333333333333333
Site233, 0.4
Site194, 0.2
Site018, 0.26666666666666666
Site077, 0.7333333333333333
Site075, 0.3333333333333333
Site036, 0.2
Site291, 0.5333333333333333
Site282, 0.13333333333333333
Site362, 0.06666666666666667
Site341, 0.06666666666666667
Site221, 0.26666666666666666
Site124, 0.13333333333333333
Site047, 0.7333333333333333
Site034, 0.6
Site220, 0.13333333333333333
Site118, 0.06666666666666667
Site080, 0.2
Site169, 0.4666666666666667
Site338, 0.13333333333333333
Site300, 0.2
Site051, 0.06666666666666667
Site219, 0.06666666666666667
Site056, 0.13333333333333333
Site252, 0.26666666666666666
Site261, 0.06666666666666667
Site052, 0.4666666666666667
Site117, 0.26666666666666666
Site271, 0.06666666666666667
Site122, 0.06666666666666667
Site141, 0.2
Site214, 0.06666666666666667
Site009, 0.26666666666666666
Site133, 0.13333333333333333
Site035, 0.2
Site312, 0.06666666666666667
Site202, 0.13333333333333333
Site366, 0.06666666666666667
Site347, 0.26666666666666666
Site164, 0.13333333333333333
Site368, 0.06666666666666667
Site171, 0.2
Site340, 0.06666666666666667
Site224, 0.13333333333333333
Site293, 0.26666666666666666
Site130, 0.5333333333333333
Site001, 0.4
Site153, 0.2
Site330, 0.06666666666666667
Site116, 0.4666666666666667
Site088, 0.3333333333333333
Site041, 0.6666666666666666
Site269, 0.06666666666666667
Site354, 0.13333333333333333
Site079, 0.13333333333333333
Site126, 0.06666666666666667
Site134, 0.13333333333333333
Site244, 0.06666666666666667
Site207, 0.2
Site006, 0.6
